name,phone,segment,city,rating,reviews,address,website
"Spark Academy|Best EAMCET/NEET/JEE Long Term Regular |Long Term in Narayanguda, Hyderabad, Telangana",918977525461,NEET/JEE,Hyderabad,4.3,301,"& Madapati Hanumantha Rao School, 3-5-1094, 4th Floor, 500027, Venkateshwara Colony, King Koti, Narayanguda, Hyderabad, Hyderguda, Telangana 500027",https://www.sparkacademyonline.com/
"INSPIRE INSTITUTE for IIT JEE, EAMCET/ EAPCET, INTERMEDIATE AND SCHOOLING",918121404040,NEET/JEE,Hyderabad,4.9,331,"H.NO-1-8-113, SECOND FLOOR,street, 10, Ambedkar College Rd, Chikkadpally, Hyderabad, Telangana 500044",
JN CHEMISTRY JEE & NEET,919704199992,NEET/JEE,Hyderabad,4.8,337,"Shivam Rd, Vidya Nagar, Adikmet, Hyderabad, Telangana 500044",http://www.jnchemistry.com/
SSR NATIONAL ACADEMY-IIT JEE NEET- EAPCET-POLYCET|BEST COACHING AND TOP ACADEMY IN DILSUKHNAGAR||HYDERABAD,919347096992,NEET/JEE,Hyderabad,5,79,"3rd floor, CL Reddy Complex, above Bajaj electronics, opp. Kamala hospital, Hanumannagar, Indira Nagar, Dilsukhnagar, Hyderabad, Telangana 500060",http://www.ssracademy.tech/
Neet World- NEET | JEE | EAPCET | Foundation | Intermediate | Hyderabad,918977746381,NEET/JEE,Hyderabad,5,64,"Golden Leaf Estates, Chitrapuri Colony Rd, Chitrapuri Colony, Lingampally, Narayanguda, Hyderabad, Telangana 500027",https://neetworld.in/
Dr Bhatia Medical Coaching Institute,918639540965,NEET/JEE,Hyderabad,4.3,242,"6-1-103/103, CRPF Rd, near PULSE HOSPITAL, Bapuji Nagar, Musheerabad, Walker Town, Padmarao Nagar, Hyderabad, Telangana 500020",
"SRINARAYANA Group - Best Intermediate, IIT-JEE & NEET Coaching in Hyderabad",919063067543,NEET/JEE,Hyderabad,5,28,"H No - MIG 12, 1st Floor, North Block, Metro Station, Rd Number 1, near KPHB, beside Devi Jewellers, Kukatpally Housing Board Colony, Phase 1, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",https://www.srinarayanagroup.com/
"Spark Academy Ameerpet, Hyderabad",918790037456,NEET/JEE,Hyderabad,4.7,236,"301, Pancom Business Center, 3rd Floor, METRO PILLAR NO. 1069, 0pp.chennai shopping mall, Nagarjuna Nagar colony, Ameerpet, Hyderabad, Telangana 500073",https://www.sparkacademyhyd.com/
"Sri Chaitanya Academy - IIT JEE & NEET Coaching in Dilsukhnagar, Hyderabad",919177444326,NEET/JEE,Hyderabad,4.5,102,"2nd Floor, 13-18-92/b,c,d, Opp, Metro Pillar No. 1561, Landmark, above Tanishq Jewellery, VR Colony, Kamala Nagar, Dilsukhnagar, Hyderabad, Telangana 500060",https://srichaitanyaacademy.net/centres/sri-chaitanya-hyderabad-coaching-centre-dilsukhnagar
My Dreamz Academy NEET | IIT-JEE | EAPCET,917995918906,NEET/JEE,Hyderabad,4.6,266,"Metro pillar no -A1560, Swapna hospital, beside Khajana jewellery lane, opposite lane, Millenium Residency, Chaitanyapuri, Dilsukhnagar, Hyderabad, Telangana 500060",https://mydreamzacademy.com/
Neet coaching in hyderabad by graviitycloud,919281116151,NEET/JEE,Hyderabad,5,13,"m.s reddy Building, high tension line, above nature trunk shop, above polimeras shop, Hyder Nagar, Brindavan Colony, Nizampet, Hyderabad, Telangana 500085",http://www.neetwalaz.com/
Pentagon Institute of Science - Best NEET Institution in Hyderabad,919494801856,NEET/JEE,Hyderabad,5,84,"10-3-677, Vijaynagar Colony, SBH Colony, Vijaya Nagar Colony, Hyderabad, Telangana 500057",https://www.pentagoninstitute.in/
Doctors Neet Academy-DNA,918885283592,NEET/JEE,Hyderabad,4.9,239,"Kuntloor Rd, near Hayath Nagar Bus Station, Priyadarshini Colony, Subhramanya nagar, Hayathnagar_Khalsa, Hyderabad, Telangana 501505",
"Physics Wallah Kothapet Vidyapeeth Hyderabad | IIT JEE, NEET & Foundation",919513762323,NEET/JEE,Hyderabad,4.7,238,"01st Floor, JMR Jagini's Plaza, H.No. 11-13-728-/B/1, Saroor Nagar Rd, polkampally, Dwarka Nagar, Kothapet, Hyderabad, Telangana 500102",https://www.pw.live/offline-centres/batches/vidyapeeth/hyderabad-tg/hyderabad---kothapet-vidyapeeth--info-center--430428/NEET-coaching
"Vedantu Medical Academy, Vedantu NEET Academy, Vedantu IIT & Medical Academy, Vidyamandir Classes IIT & NEET",916309025980,NEET/JEE,Hyderabad,4.9,284,"Ayyappa Society, 3-510, near YSR statue, opp. Taza Kitchen, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",https://www.vidyamandir.com/hyderabad/
"CAREER POINT(KOTA, RAJASTHAN) for JEE & NEET, HIMAYATNAGAR, HYDERABAD",917331122845,NEET/JEE,Hyderabad,4.8,187,"Hari OM Apartment, 3rd Floor, Babai Hotel Building, MAIN Road, AP State Housing Board, Himayatnagar, Hyderabad, Telangana 500029",https://careerpointhyderabad.in/
Junaid's Tutorials,919885397893,NEET/JEE,Hyderabad,4.3,336,"10-3-262/A Humayun Nagar, Ex Service Men Colony, Mehdipatnam, Hyderabad, Telangana 500006",http://junaidstutorials.com/
"Sri Chaitanya Academy - Best IIT JEE & NEET Coaching in Tirumalagiri, Hyderabad",919177444837,NEET/JEE,Hyderabad,4.4,32,"2nd Floor, Mahaveer Towers, Rajiv Rahadari, above Adidas Showroom, Lal Bahadur Colony, Tirumalagiri, Hyderabad, Secunderabad, Telangana 500015",https://srichaitanyaacademy.net/centres/sri-chaitanya-hyderabad-coaching-centre-tirumalagiri
Concept Learn: NEET | IIT JEE | LONGTERM | EAPCET | Top IIT JEE Coaching centre in Hyd | Top NEET Coaching centre in Hyd,919032351003,NEET/JEE,Hyderabad,5,85,"First Floor, Ujwala Academy Building, Dilsukh Nagar Main Rd, opp. Metro Pillar No: 1529, Gaddiannaram, Madhura Puri Colony, Dilsukhnagar, Hyderabad, Telangana 500060",https://conceptlearn.in/
"Evans Academy : EAMCET JEE-MAINS NEET INTER COACHING CENTER SR Nagar, Ameerpet Hyderabad",919052155596,NEET/JEE,Hyderabad,4.8,184,"EVANS ACADEMY, 44 SRT, STREET, 6 lane, Street Number 6, near new police station, East Srinivas Nagar Colony, Srinivasa Nagar, Sanjeeva Reddy Nagar, Hyderabad, Telangana 500016",https://evansacademy.in/
GNOSIS Vaidya Vidhya Prabodhini NEET Academy,919966114953,NEET/JEE,Hyderabad,4.9,165,"13-3-101, Hanuman Nagar, Millenium Residency, Chaitanyapuri, Dilsukhnagar, Hyderabad, Telangana 500060",http://www.gnosisvvp.com/
"Sri Chaitanya Academy - Best IIT JEE & NEET Coaching in Himayat Nagar, Hyderabad",919515111065,NEET/JEE,Hyderabad,4.3,92,"1st Floor, Legend Venkatesha, D No. 3-6-784/12&13, beside Taj Mahal Hotel, Narayanguda, Hyderabad, Telangana 500029",https://srichaitanyaacademy.net/centres/sri-chaitanya-hyderabad-coaching-centre-himayatnagar
"Aakash Institute - Best NEET & IIT-JEE Coaching in Hyderabad, Habsiguda",918800950201,NEET/JEE,Hyderabad,4,166,"Bldg C973, Sai Sandeep Infra Developers, 7/101, opposite Metro Pillar No 975, Nagendra Nagar, Habsiguda, Hyderabad, Telangana 500007",https://centers.aakash.ac.in/aakash-institute-best-neet-iit-jee-coaching-in-hyderabad-habsiguda-coaching-center-habsiguda-hyderabad-202107/Home?utm_source=locator&utm_medium=googleplaces
"Aakash Institute - Best NEET & IIT-JEE Coaching in Hyderabad, Kondapur",918800897955,NEET/JEE,Hyderabad,4,81,"1st Floor, Sri Mytri Square, Kothaguda, Gachibowli - Miyapur Rd, above Barbeque Nation Restaurant, Kondapur, Laxmi Cyber City, Whitefields, Gachibowli, Hyderabad, Telangana 500084",https://centers.aakash.ac.in/aakash-institute-best-neet-iit-jee-coaching-in-hyderabad-kondapur-coaching-center-kondapur-hyderabad-131311/Home?utm_source=locator&utm_medium=googleplaces
SRI G NARAYANA IIT - MEDICAL ACADEMY,919000774747,NEET/JEE,Hyderabad,4.6,61,"Pillar Number 143, lane, Attapur, Krishna Nagar, Hyderabad, Telangana 500048",
RB IIT NEET ACADEMY,919030565621,NEET/JEE,Hyderabad,4.5,214,"I FLOOR ,ABR ARCADE, above TELANGANA GRAMEENA BANK, near Fever Hospital Main Road, Sumitra Sapandana Enclave, Padma Colony, New Nallakunta, Hyderabad, Telangana 500044",http://rbiitacademy.com/
Tuitions for Inter Eamcet Neet IIT-JEE | Tuitions in Hyderabad | K.V Educational Academy,919032688828,NEET/JEE,Hyderabad,4.9,54,"Flat. No 202, RTC Cross Road, Royal Colony, Mehdipatnam, Hyderabad, Telangana 500006",
PRISM FORUM FOR IIT-JEE&NEET,919849997735,NEET/JEE,Hyderabad,4,272,"H no:16-11, 1st floor, 477/6/1/A/1, above Andra Bank Atm, Indira Nagar, Dilsukhnagar, Hyderabad, Telangana 500060",http://www.prismacademy.co.in/
"Sri vasishta Junior college Dilsukhnagar,Best junior college near Dilsukhnagar for M.P.C.,Bi.P.Cand IIT-JEE and NEETcoaching.",919154991874,NEET/JEE,Hyderabad,4.8,186,"16-11-511/C/11, Shalivahana Nagar, Shalivahana Nagar Colony, Dilsukhnagar, Hyderabad, Telangana 500036",
"Dr.Rajesh's BIOGENESIS CSIR NET,GATE, IIT JAM,CPGET,JEE, SET , DL, JL,PL, GENCO CHEMISTRY Coaching Center Hyderabad,Telangana",919963697976,NEET/JEE,Hyderabad,4.9,354,"H, Street No. 8, Chitrapuri Colony, Barkatpura, Narayanguda, Hyderabad, Telangana 500029",http://www.drrajeshbiogenesis.com/
SMART MINDS IIT ACADEMY - IIT I JEE I NEET I EAMCET I GRE I SAT I All competetive exams coaching.,919030476369,NEET/JEE,Hyderabad,5,57,"Plot no 22R, St.Michael's Colony, opp. Don Bosco Post Office Road, Abhyudaya Nagar, office, Bandlaguda Jagir, Telangana 500086",http://smartmindsiitacademy.com/
RANKRISE - Best NEET | IIT-JEE (Mains& Advanced)| EAMCET Long Term & Short Term Coaching centres in Hyderabad.,919948962952,NEET/JEE,Hyderabad,5,34,"A.D.R Estate,Flat No.302,3rd Floor,HMT Road,Bhagya Nagar colony, Kukatpally Housing Board Colony, Bhagya Nagar Colony, Kukatpally, Hyderabad, Telangana 500072",https://rankrise.in/hyderabad/neet-iit-jee-eamcet-coaching/
"Score99 Academy – IIT-JEE, NEET, EAMCET Coaching & Tuitions for Class 6–12 & Intermediate",918897859762,NEET/JEE,Hyderabad,4.7,102,"485, Street Number 10, Aswini Colony, West Marredpally, Secunderabad, Telangana 500026",http://www.score99academy.com/
IIT-JEE &NEET ACADEMY ( in MALKAJGIRI),917396242713,NEET/JEE,Hyderabad,4.7,62,"House NO: 20-80/2/1 dayanand nagar, Venkataramana Apartments, Road No. 3, Dayananad Nagar, Malkajgiri, Secunderabad, Telangana 500047",
"ALLEN Career Institute - Narayanguda Campus | IIT JEE, NEET & Foundation",919606045074,NEET/JEE,Hyderabad,4.7,15,"First Floor, No 5/10/173, Fateh Maidan Lane, Band Colony, Basheer Bagh, Hyderabad, Telangana 500004",https://www.allen.ac.in/hyderabad/?utm_source=GMB&utm_medium=Organic&utm_campaign=ALLEN_Career_Institute_Narayanguda_Campus
Sri Abhida College for IIT-JEE & NEET,919912620200,NEET/JEE,Hyderabad,4.7,224,"Sri Abhida Cross Roads,Vijetha Super Market, Main Gate, Janapriya Apartments, Janapriya Utopia Rd, above Janapriya Apartments, Hyderguda, Jana Priya Utopia, Upperpally, Hyderabad, Telangana 500048",http://www.sriabhida.com/
"Sanjay Physics Tuitions for 9th-12th classes, IIT & NEET",918247091095,NEET/JEE,Hyderabad,5,36,"12-10-412/3 Namalagundu, Sri Rayapatnam, Seethaphalmandi, Padmarao Nagar, Secunderabad, Telangana 500061",https://www.sanjaytuitions.com/
Wings Home Tuition,917667837995,NEET/JEE,Hyderabad,5,55,"Road No. 4, Nizam Colony, Toli Chowki, Hyderabad, Telangana 500008",https://wingshometuition.com/
STEMIFY ACADEMY,919441018484,NEET/JEE,Hyderabad,4.9,116,"Shop no 4, first floor, Pillar Number 176, Opp, Hyderabad-48, Khayyam Nagar, Rambagh Colony, Upperpally, Hyderabad, Telangana 500048",https://stemify.in/
s3 chemistry academy,919701660601,NEET/JEE,Hyderabad,5,77,"Suchitra, Godavari Homes, Quthbullapur, Hyderabad, Telangana 500055",
GRADE Home Tuition,917569769084,NEET/JEE,Hyderabad,5,18,"Masthan Nagar, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",https://gradehometuition.netlify.app/
SREE ACADEMY TUITIONS,917729056486,NEET/JEE,Hyderabad,4.9,71,"NO.9, FILM NAGAR, Durga Bhawani Nagar, Giani Zail Singh Nagar, Jubilee Hills, Hyderabad, Telangana 500096",
Sri Sai Bhargav Tuitions,919705817666,NEET/JEE,Hyderabad,5,65,"Gokul Plots, Sri Sri Dwarkamai, 13th Phase Rd, opp. Ghanysham Mart, Kukatpally Housing Board Colony, Venkata Ramana Colony, Kukatpally, Hyderabad, Telangana 500085",
Narahari Home Tuition Point,919603552240,NEET/JEE,Hyderabad,4.9,112,"2-63, Satyanarayanapuram Colony, Prabhat Nagar Colony, Kothapet, Hyderabad, Telangana 500060",https://naraharitutions.com/
Mathspark tuition centre,919032965272,NEET/JEE,Hyderabad,4.9,96,"dream vally colony, Street Number 7, Mallampet, Hyderabad, Telangana 500118",
MASTERS TUITIONS & MASTERS IIT ACADEMY,917997813819,NEET/JEE,Hyderabad,4.9,37,"Agriculture Colony, AGRL Colony, Hastinapuram, Hyderabad, Telangana 500079",
Radiance Academy,919885516101,NEET/JEE,Hyderabad,5,150,"302, Lakshmi Residency, Dharam Karan Rd, Divyashakti Appartments, Ameerpet, Hyderabad, Telangana 500016",http://www.radianceacademy.co.in/
TRIVENI ACADEMY/BTECH TUITIONS/EAMCET/ DIPLOMA/INTERMEDIATE TUTORIALS/KPHB,919848581807,NEET/JEE,Hyderabad,4.9,314,"Flat no:201, HOTEL SHANKARA Vilas, Plot no 94/A, HMT Hills Rd, opp. to JNTU, Addagutta Society, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana 500085",
"Smart Minds Tutorials, Narayanaguda",919000000132,NEET/JEE,Hyderabad,4.9,215,"Mogal Marc Building, flat#304 3rd floor, opp. Deepak theatre, Chitrapuri Colony, Lingampally, Narayanguda, Hyderabad, Telangana 500027",http://www.smartmindstutorials.in/
AMRONAG ACADEMY & TUITION CENTRE,919059079978,NEET/JEE,Hyderabad,4.9,105,"Flat No: 101, Lakshmi Nilayam, Plot No: 665, Peacock circle, opposite United Christ Church, Pragathi Nagar, Hyderabad, Telangana 500090",
Zefinity Tutoring - IBDP Tutoring Centre,919949070074,NEET/JEE,Hyderabad,4.9,123,"Zefinity Road, Flat 401/A, Plot 18/1 & 21/1/P Siri Sampada Arcade III, 4th Floor, Khajaguda Main Road, Madhura Nagar Colony, Gachibowli, Hyderabad, Telangana 500104",https://zefinitytutoring.com/
Spark Educational Academy,918686414615,NEET/JEE,Hyderabad,5,23,"3/B, Rein Bazar Rd, Rein Bazaar, Hyderabad, Telangana 500023",http://sparkeducationalacademy.com/
SRI SAIRAM TUITIONS,918801613387,NEET/JEE,Hyderabad,5,119,"2-2-185/90/E/3,Opp SBI ATM R.K.NAGAR, Mallikarjuna Nagar Rd, Bagh Amberpet, Amberpet, Hyderabad, Telangana 500013",
JN-TUITION POINT,919294450406,NEET/JEE,Hyderabad,4.8,50,"12-2-790/162, Ayadya Nagar Colony Ayodhya Nagar Colony, Dilshad Nagar Colony, Gudimalkapur, Hyderabad, Telangana 500006",
EXAM GUIDE HOME TUITIONS & TUITION CENTRE,917893402795,NEET/JEE,Hyderabad,4.9,38,"Bank Colony, Boudhanagar Colony, Hyderabad, Telangana 500061",https://examguidetutorials.com/
Xpert Tutorials,919014323449,NEET/JEE,Hyderabad,5,19,"8-3-168/E/12A, Road No. 1, Rajeev Nagar, yousufguda, Hyderabad, Telangana 500018",
G S ACADEMY TUITION CENTRE,919949099880,NEET/JEE,Hyderabad,4.8,90,"1st Floor, Income Tax Colony, 12-2-823/B/47, Kanti Nagar Rd, 2nd Lane, Gudimalkapur, Hyderabad, Telangana 500006",http://www.gsacademy.in/
ScienTutor IIT & NEET Foundation Academy,917993313502,NEET/JEE,Hyderabad,5,26,"H.No.6, 3-89, Prasanth Nagar, Miyapur, Hyderabad, Telangana 500049",http://www.scientutor.in/
Elemental Experts - Chemistry for CBSE/NEET,919318497397,NEET/JEE,Hyderabad,5,37,"BLOCK-31, MALAYSIAN TOWNSHIP, Raintree Park Rd, Kukatpally Housing Board Colony, Malaysian Twp, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500085",http://elementalexperts.in/
"MASTER'S TUITION POINT FOR 8TH, 9TH AND 10TH CLASS",919010255167,NEET/JEE,Hyderabad,4.9,37,"MIG A-72, behind HANUMAN TEMPLE, Dr. A. S. Rao Nagar, Hyderabad, Secunderabad, Telangana 500062",
Aamer Home Tuitions,919666547241,NEET/JEE,Hyderabad,5,30,"87/4, opposite IBA Hospital, MD Lines, Toli Chowki, Hyderabad, Telangana 500008",https://aamerhometuitions.in/
Vivek's Classes - Tuitions,919908844463,NEET/JEE,Hyderabad,5,71,"Pearl 806, MY HOME JEWEL, Hafeezpet, Madeenaguda, Hyderabad, Telangana 500049",http://www.viveksclass.com/
AB HOME TUTORS (HYDERABAD),919959871881,NEET/JEE,Hyderabad,5,88,"C9VR+CC4, near Deepika Residency, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",https://www.brighthometutorsite.com/
Success Institution,917207622228,NEET/JEE,Hyderabad,4.5,248,"Flat No 303, City Center Complex, beside South India Shopping mall, polkampally, Margadarshi Colony, Kothapet, Hyderabad, Telangana 500102",https://instagram.com/successinstitution_kothapet?igshid=ZDdkNTZiNTM=
Learning hub TUITION POINT,919948563158,NEET/JEE,Hyderabad,4.9,67,"Shehasagar Nilayam, 5-3-560/4, first floor, Mee seva, building, opposite to union Bank, Vijayapuri Colony Phase II, Phase 2, Vaidehi Nagar, Vanasthalipuram, Hyderabad, Telangana 500070",
"Prayas Concept Classes – IIT JEE, NEET & Foundation Coaching",918777675633,NEET/JEE,Hyderabad,5,33,"Phase 5, 201, Kukatpally Housing Board - Hitech City Rd, above Vijji Jewellers, Kukatpally Housing Board Colony, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500085",https://prayasconceptclasses.com/
Sai tutions,918341246621,NEET/JEE,Hyderabad,5,62,"Opp:Medplus, Indian Digital School Lane, 1-223/4, plot 29&20, Balaji Enclave, Kala Nagar, New Vivek Nagar Colony, Jillalguda, Dasari Narayana Rao Kala Nagar, Meerpet, Medbowli, Hyderabad, Telangana 500097",https://saitutions.databutton.app/sai-tutions
Omega Educational Academy,919160474789,NEET/JEE,Hyderabad,5,96,"Sai Baba Nagar Colony, Central Excise Colony, Sukh Vihar, Bagh Amberpet, New Nallakunta, Hyderabad, Telangana 500013",http://www.omegaeducationalacademy.com/
ASK ENGINEERING ACADEMY | B.TECH TUITIONS | DIPLOMA TUITIONS | INTER TUITIONS | B.TECH TUITIONS ONLINE,919063420133,NEET/JEE,Hyderabad,4.8,396,"KONARK LINE, ARK HEALTH CARE HOSPITAL, 7-79, BESIDES, near HDFC ATM, Gaddiannaram, Kalyani Estate, Madhura Puri Colony, Dilsukhnagar, Hyderabad, Telangana 500060",https://askengineeringacademy.com/
VIDYARTHI TUITION ACADEMY,919700999128,NEET/JEE,Hyderabad,4.5,54,"Road No. 2, Sri Nagar Colony, Prashanthinagar, Prashanth Nagar, Uppal, Hyderabad, Telangana 500039",
"FirstLearn Academy for Tuitions - Kondapur - Sudharshan nagar Colony | Home tutors, Online tutors available",918277996623,NEET/JEE,Hyderabad,5,18,"Ground Floor, Plot no 60, Road No. 6A, beside SMR VINAY ICONIA, Kondapur, Sudarshan Nagar Colony, area, Hyderabad, Serilingampalle (M), Telangana 500019",https://firstlearnacademy.com/
Tutoroot Technologies Pvt. Ltd.,917386694999,NEET/JEE,Hyderabad,4.1,194,"Gowra Palladium 2nd Floor, Unit 203, Madhapur, Silpa Gram Craft Village, HITEC City, Hyderabad, Telangana 500032",https://www.tutoroot.com/
Manjula’s EduMantra Tuitions,919963994526,NEET/JEE,Hyderabad,4.9,31,"201, ISOLA, Giridhari Homes, Abhyudaya Nagar, Anand Nagar, Bandlaguda Jagir, Telangana 500086",
BRS ACADEMY (Tuition centre),917893252730,NEET/JEE,Hyderabad,4.8,28,"Gokul nilayam, Plot no.320, Anjaneya Nagar, AGI Colony, Moosapet, Hyderabad, Telangana 500018",
Kalyan Academy,918332887887,NEET/JEE,Hyderabad,5,157,"12-12-993/6, Bharat Nagar, Moosapet, Hyderabad, Telangana 500018",http://www.kalyanacademy.com/
Chanakya Academy,919293923576,NEET/JEE,Hyderabad,4.8,206,"between 7&8, Sri Sai Nagar arch, 500085, JNTU pillars, behind Lucid diagnostic centre, Kukatpally Housing Board Colony, IDPL Staff Cooperative Housing Society, Kukatpally, Hyderabad, Telangana 500085",https://www.chanakyaacademyedu.com/
CHERRY HOME TUITIONS,919000440762,NEET/JEE,Hyderabad,4.5,117,"Sanjeeva Reddy Nagar, Hyderabad, Telangana 500038",https://cherryhometuitions.in/
Erudite Guru Academy,919885200021,NEET/JEE,Hyderabad,4.7,30,"4-452/2/1, New Balaji Nagar Street no 1, Meerpet, to, Balapur Rd, Sri Sai Balaji Town Ship, Meerpet, Hyderabad, Telangana 500097",https://eruditeguru.com/eg-centers/
Online/Offline Tuition for class 1-10,917997179591,NEET/JEE,Hyderabad,4.8,11,"12-2-354, opposite Masjid e Noor, Dattadari Colony, Murad Nagar, Hyderabad, Telangana 500006",
Sruti's Tuition Point,917673903099,NEET/JEE,Hyderabad,5,127,"V, SYMPHONY PARK HOMES, 218, Road No. 5, Beeramguda, Hyderabad, Patancheruvu, Telangana 502319",
"Vedantu Learning Center Hyderabad, Kukatpally Front Office - JEE / NEET.",918065820915,NEET/JEE,Hyderabad,5,17,"Ground Floor, Shop 12, 6-1, Mumbai Hwy, Near, Vedantu Learning Centre Front, Main Rd, Balaji Nagar, Kukatpally, Hyderabad, Telangana 500072",https://www.vedantu.com/
Chanakya Tutorial,919494327030,NEET/JEE,Hyderabad,5,18,"The Mastermind International School, Manohar Nilayam Rd, Hyderabad, Nallagandla, Telangana 500019",https://chanakyaiit.weebly.com/
"Aakash Institute - Best NEET & IIT-JEE Coaching in Mumbai, Andheri West",918800013067,NEET/JEE,Mumbai Andheri,4,291,"1st & 3rd Floor, Best Commercial Complex, opposite Andheri Railway Station, A-Wing, Railway Colony, Andheri West, Mumbai, Maharashtra 400058",https://centers.aakash.ac.in/aakash-institute-best-neet-iit-jee-coaching-in-mumbai-andheri-west-coaching-center-andheri-west-mumbai-124069/Home?utm_source=locator&utm_medium=googleplaces
"ALLEN Career Institute - Andheri East, Campus II, Mumbai | IIT JEE, NEET & Foundation Coaching",919513731440,NEET/JEE,Mumbai Andheri,4,189,"Fourth & Fifth Floor, The Sajay Business Hub, A Wing, No 2, Andheri - Kurla Rd, nearby Andheri Metro Gate, Azad Nagar, Andheri East, Mumbai, Maharashtra 400069",https://www.allen.ac.in/mumbai/?utm_source=GMB&utm_medium=Organic&utm_campaign=ALLEN_Career_Institute_Andheri_Campus
Suresh Danis Science Classes in Andheri West- IIT JEE Mains and Advanced | CET | NEET | Pharmacy | PCM PCB PCMB | Coaching,919892337598,NEET/JEE,Mumbai Andheri,4.8,180,"Office Number-8, 2nd Floor, Vivina Shopping Centre, B/3 Wing, Andheri Station Rd, above JSM Foods, opposite Andheri Station Platform-1, Sai Baba Wadi, Natwar Nagar, Andheri West, Mumbai, Maharashtra 400053",https://sureshdaniclasses.com/
PACE IIT & Medical,917700050303,NEET/JEE,Mumbai Andheri,3.9,297,"1st Floor, Shopper's Point, railway station, 101-105, Swami Vivekanand Rd, opp. Andheri west, Andheri, West, Andheri West, Mumbai, Maharashtra 400058",https://iitianspace.com/
SUCCESS IIT ACADEMY,919004620082,NEET/JEE,Mumbai Andheri,4.7,63,"Success IIT Academy, Shakil Niwas, Mahakali Caves Rd, opposite Saibaba bus stop, Sunder Nagar, Andheri East, Mumbai, Maharashtra 400093",
IITIANS SPECTRUM EDUTECH,912226202021,NEET/JEE,Mumbai Andheri,4.8,233,"7th floor, Pearl Plaza, 718, Swami Vivekanand Rd, near Burger King, Railway Colony, Andheri West, Mumbai, Maharashtra 400058",http://iitianspectrum.com/
Prakash Sir Science Classes,917977732096,NEET/JEE,Mumbai Andheri,5,239,"400059, JB Nagar Rd, near Greater Bombay Bank, Taruvel CHS, Wing-C, J B Nagar, Andheri East, Mumbai, Maharashtra 400059",http://www.prakashsir.in/
Resonance Mumbai - Andheri Center,919769210460,NEET/JEE,Mumbai Andheri,4,46,"A Wing, 2nd floor, Best Commercial Complex, above Best Bus Depot, opp. Railway Station, Railway Colony, Andheri West, Mumbai, Maharashtra 400058",http://resonance.ac.in/sc/mumbai
GLOBAL SCIENCE ACADEMY,919004046902,NEET/JEE,Mumbai Andheri,4.8,244,"409, 4th Floor, near Mc Donald's, opp. Railway Station, Railway Colony, Andheri West, Mumbai, Maharashtra 400058",http://globalscienceacademy.co.in/
IFLUX IIT & MEDICAL ACADEMY,919967090006,NEET/JEE,Mumbai Andheri,4.8,105,"A202, Sunrise Building, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053",https://ifluxeducare.com/
MASTERCLASS BY GAURAV SAVE,919321296859,NEET/JEE,Mumbai Andheri,4.7,301,"Office No. 14 A/B 1st Floor, Nand Prem Complex, E, near Parle Book Depot, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",http://masterclassedutech.com/
Lakshya Institute,912261486148,NEET/JEE,Mumbai Andheri,3.5,42,"6th Floor, Amboli Naka, Suvidha Square, next to St Blaise Church, Andheri, Madhav Nagar, Amboli, Andheri West, Mumbai, Maharashtra 400058",https://www.lakshyainstitute.com/
"Aakash Institute - Best NEET & IIT-JEE Coaching in Mumbai, Powai",918800854823,NEET/JEE,Mumbai Andheri,4.4,85,"No 401, 4th Floor, Powai Plaza, CHS, behind Powai Plaza, Hiranandani Gardens, Sainath Nagar, Powai, Mumbai, Maharashtra 400076",https://centers.aakash.ac.in/aakash-institute-best-neet-iit-jee-coaching-in-mumbai-powai-powai-coaching-center-powai-mumbai-132901/Home?utm_source=locator&utm_medium=googleplaces
"Edufix Career Academy | IIT-JEE ,IGCSE, IBDP, OLYMPIADS & FOUNDATION",919588261726,NEET/JEE,Mumbai Andheri,5,44,"216,Second floor, Commercial complex, Lake Primrose, Chandivali Farm Rd, MHADA Colony 20, Powai, Mumbai, Maharashtra 400072",https://edufixcareeracademy.com/
Prism Academy - Classes for IGCSE | MYP | IBDP | ICSE | A Levels | HSC in Andheri,919819650048,NEET/JEE,Mumbai Andheri,4.9,227,"Second Floor, Abdulla Manzil 6B, near Metro Station, beside Sports Complex, Azad Nagar, Andheri West, Mumbai, Maharashtra 400058",https://prismacademy.co/
Rao IIT Academy,912262433500,NEET/JEE,Mumbai Andheri,3.2,105,"A-113, 1st Floor, SOUTH-WING, Yadav Nagar, Chandivali, Andheri East, Mumbai, Maharashtra 400072",
Suresh Danis Science Classes in Dahisar East - IIT JEE Mains and Advanced | CET | NEET | Pharmacy | PCM PCB PCMB | Coaching,919892338286,NEET/JEE,Mumbai Andheri,4.8,224,"Ground Floor, Hari Shankar Joshi Rd, opposite Madhuram Hall Royal Plaza, Maratha Colony, Dahisar East, Mumbai, Maharashtra 400068",https://www.sureshdaniclasses.com/
